pole_id,lat,lon,state,status,inspection_date,source,pole_type,voltage,operator,material,height,geometry,distance_m,matched,nearest_detection_id,nearest_detection_conf
OSM-11424346941,40.2413305,-76.8602686,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.8602686 40.2413305),2443.978719236753,False,AI_DET_pa_m_4007650_nw_18_060_20220704_32,0.1042947769165039
OSM-11424346942,40.2418888,-76.8609964,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.8609964 40.2418888),2522.0018330491316,False,AI_DET_pa_m_4007650_nw_18_060_20220704_32,0.1042947769165039
OSM-11424346943,40.2424648,-76.861685,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.861685 40.2424648),2601.3964491115116,False,AI_DET_pa_m_4007650_nw_18_060_20220704_32,0.1042947769165039
OSM-11424346944,40.2430711,-76.8623416,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.8623416 40.2430711),2683.486452012218,False,AI_DET_pa_m_4007650_nw_18_060_20220704_32,0.1042947769165039
OSM-11424346945,40.2436962,-76.8629697,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.8629697 40.2436962),2767.018920819716,False,AI_DET_pa_m_4007650_nw_18_060_20220704_32,0.1042947769165039
OSM-11424346946,40.2443145,-76.8635852,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.8635852 40.2443145),2849.7079232736683,False,AI_DET_pa_m_4007650_nw_18_060_20220704_32,0.1042947769165039
OSM-11424346947,40.2453604,-76.8646364,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.8646364 40.2453604),2990.3679889585887,False,AI_DET_pa_m_4007650_nw_18_060_20220704_32,0.1042947769165039
OSM-11424346948,40.2458379,-76.8651145,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.8651145 40.2458379),3054.7124678870036,False,AI_DET_pa_m_4007650_nw_18_060_20220704_32,0.1042947769165039
OSM-11424812799,40.1998188,-76.7697095,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.7697095 40.1998188),1397.5253969442117,False,AI_DET_pa_m_4007650_ne_18_060_20220704_25,0.0812910497188568
OSM-11424812800,40.2000858,-76.7707708,PA,verified,2024-01-01,OpenStreetMap,tower,,,,,POINT (-76.7707708 40.2000858),1481.0346988487786,False,AI_DET_pa_m_4007650_ne_18_060_20220704_28,0.1096304357051849
